"indicatorID";"indicatorLabel";"country_iso3";"countryLabel";"year";"value"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"ARG";"Argentina";"1961";"5.42784"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"AUS";"Australia";"1961";"2.47497"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"AUT";"Austria";"1961";"5.53798"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BDI";"Burundi";"1961";"-13.7461"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BEL";"Belgium";"1961";"4.97842"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BEN";"Benin";"1961";"3.14128"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BFA";"Burkina Faso";"1961";"4.04393"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BGD";"Bangladesh";"1961";"6.05816"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BHS";"Bahamas";"1961";"10.6671"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BLZ";"Belize";"1961";"4.89228"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BMU";"Bermuda";"1961";"4.68"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BOL";"Bolivia";"1961";"2.07998"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BRA";"Brazil";"1961";"10.2759"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"BWA";"Botswana";"1961";"6.34328"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CAF";"Central African Republic";"1961";"4.95355"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CAN";"Canada";"1961";"3.16329"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CHL";"Chile";"1961";"5.24527"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CHN";"China";"1961";"-27.27"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CIV";"Ivory Coast";"1961";"9.93256"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CMR";"Cameroon";"1961";"1.18368"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"COD";"Democratic Republic of the Congo";"1961";"-10.8514"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"COG";"Congo";"1961";"8.35073"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"COL";"Colombia";"1961";"5.26537"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"CRI";"Costa Rica";"1961";"-0.95594"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"DNK";"Denmark";"1961";"6.37883"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"DOM";"Dominican Republic";"1961";"-2.31325"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"DZA";"Algeria";"1961";"-13.6054"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"ECU";"Ecuador";"1961";"1.54308"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"EGY";"Egypt";"1961";"4.40039"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"ESP";"Spain";"1961";"11.8387"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"FIN";"Finland";"1961";"7.60467"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"FJI";"Fiji";"1961";"3.51758"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"FRA";"France";"1961";"5.50627"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"GAB";"Gabon";"1961";"14.7668"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"GBR";"United Kingdom";"1961";"2.57357"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"GHA";"Ghana";"1961";"3.42967"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"GRC";"Greece";"1961";"11.1495"
"WB-NY.GDP.MKTP.KD.ZG";"GDP growth (annual %)";"GTM";"Guatemala";"1961";"4.29852"
